label	text
disgust	I saw my neighbor pick his nose and then put it in his mouth.
surprise	I once won an award for writing a poem in a competition I didn't enter.
anticipating	I am always cuios about the things i dont know
anger	I was really peeved when I saw that my cat peed on the carpet.
fear	once upon a time i am go for the market at that time one man for very hungry because some food for provide the man .
fear	Boy, that movie The Conjuring sure was good. I have not felt scared in a long time, and I am horror movie buff myself. 
anger	Someone tried to take my computer when I wasnt looking the other year, super annoyed by that.
fear	i get this situation in midnight
joy	I got my engineering diploma three month ago. I have been looking for a job since then. I finaly found a job that I am satisfied with but it is not the job that I dreamed of after getting my diploma.
anger	My friends are late to plans all the time.
joy	When I won the spelling bee in 4th grade i was so happy.
anger	It's tough to find good online work. I have bills to pay and it's really eating me up. 
joy	I'm so happy I found a new job!
anticipating	I always feel anxious in a crowded room
surprise	I was so shocked to see how much it snowed in my city back in 2011. It was so crazy.
joy	I really wanted to keep my A in computer science back in freshman year. Although I really tried, I got a B and it made me a little upset but I was pretty happy either way.
anger	My nanny came late making me late for an important meeting.
trust	I remember my mom and I always having a trusting relationship.
anger	My sister stole money from me once.
fear	I was terrified last njght
fear	My neighbor's house is haunted, I have seen ghosts in there.
trust	I find it difficult to trust people at times.
anticipating	I just watched the testimony of Peter Strzok before congress today. It was quite a show, to see his behaviors unraveling, almost as a sociopath or psychopath would do.
fear	I am terrified of heights 
sad	Some angry mob came to the mull yesterday
joy	I woke up and the sun was bright, birds were chirping outside.
trust	When I was a little kid I used to put my faith in everybody.  I learned later on, as I matured that you can't rely on other people too much because only you know what is best for you in life while everyone else will try to use you if they see you doing too well in life
fear	Some movies can be terrifying
disgust	I watched the testimony of Peter Strzok earlier today before Congress. Such abhorrent arrogance and ungodly show on his part. It was not easy to stomach in.  
joy	I think I've been in my hometown so long, I wouldn't dream of moving anywhere else. It's just home to me now.
anticipating	My current employer has financial difficulties. It has layoff 25% of the employees. I started to look for another job. I am expecting to be part of the next layoff.
anger	Some sad individual could be calmed down by a sweet word
sad	A hungry man is an angry man
joy	I will be seeing my son tomorrow after  a month.
anticipating	I have a test tommorow.
surprise	I was surprised when Roger Federer lost the 2018 Wimbledon quarters.
anger	I was charged by a subscription magazine, even when I cancelled my subscription a month ago.  Now I have to call or write to them and lose a lot of time.
anger	I get furious when I see politicians argue between themselves. 
surprise	Yesterday was sure shocking to watch on C-SPAN. I never thought that Strzok's dramatic show would show the true evil during the testimony before Congress
anger	When a friend slapped me
sad	My dog died last week.
sad	I was planning to attend classes this summer. It broke my heart that they want me to pay 1000 out of pocket.
anger	Reality TV really annoy me 
anticipating	The other evening watching the World Cup soccer I was full of anticipation, hoping that England would make it to the final
anger	Iy gets on my nerves to work with people who don't pull their weight,
anticipating	I can't hardly wait for the outcome of Strzok testimony yesterday. It would be interesting to watch for time to come. Criminal investigation coming to conclusion and what to do about Strzok and his evilness. 
